start,end,speaker,text
02:11:54.410,02:11:55.660,spk_3,"Indeed,"
02:11:55.660,02:12:48.480,spk_2,"My Lord, Lord Hope kindly drew my attention to the way in which that was put in the first of the consultation documents in another case, but it certainly appears in the summer of responses and elsewhere. In 2008, the Housing and Regeneration Act was passed by Parliament and, as is the modern way, the relevant government department was required to produce an impact assessment, setting out how it would impact on the sector. The impact assessment is again contained in the papers, which are before the house, before the court, and the relevant section of the impact assessment on the act, as opposed to the constitutional proposals, starts at page 281 of that document and the document is itself a tab 55, in volume 5."
02:12:49.110,02:12:51.050,spk_1,"Sorry, it was 55, at paragraph?"
02:12:51.060,02:13:00.100,spk_2,"Sorry, page 281. It's a frighteningly long document, I'm afraid. And it's at tab 55 behind volume 5."
02:13:00.650,02:13:01.090,spk_1,"Volume"
02:13:01.090,02:13:03.070,spk_2,"5. Volume 5."
02:13:04.020,02:13:05.420,spk_0,"You"
02:13:05.420,02:13:09.100,spk_3,"gave us the date when the 2008 act was passed, I think."
02:13:09.100,02:13:16.180,spk_2,"It was 2008, My Lady, I believe it was July. Unfortunately, you have the long title without the date in it, and I'll check that over lunch. Sorry"
02:13:16.180,02:13:16.580,spk_1,"about that."
02:13:20.370,02:13:23.450,spk_2,"The act was therefore in place"
02:13:23.770,02:13:24.570,spk_3,"and the impact"
02:13:24.620,02:13:32.760,spk_2,"assessment had been produced before Knowsley and why it was decided in this court, in the House of Lords on the 10th of December, 2008."
02:13:33.120,02:13:43.980,spk_1,"Sorry to hold you back. I'm just trying to find the the page number. Page 281. You said in volume 5, tab 55."
02:13:43.980,02:13:46.500,spk_2,"Is it 54? It is 54 My Lord. I do apologise."
02:13:46.510,02:13:47.540,spk_3,"I"
02:13:47.550,02:13:48.500,spk_2,"should have gone to it rather"
02:13:48.500,02:13:48.830,spk_0,"than."
02:13:49.700,02:13:52.690,spk_1,"So it is page 54, page 281. And we have the--"
02:13:54.780,02:14:14.780,spk_2,"That's the way in which this works, My Lord, if we're there to get a 54 and volume 5 is that the relevant government department has to provide an impact assessment of each of the provisions of the act and at page 281, it gives the impact assessment of the tolerated trespasser provisions, and that is the document that starts on page 281."
02:14:17.900,02:14:18.470,spk_1,"Yes."
02:14:19.370,02:14:59.480,spk_2,"As My Lord would see, for example, the summary on page 283, the non monetised benefits are described at the bottom as restoration of tenancy, status, and rights to existing and future tolerated trespassers. Simplified management system for landlords, removal of challenge relating to voting rights and tenant's ballots. Just explain that last it has been found that a number of limbo occupiers have been voting in relation to the future disposal of the estates of council housing and had to regularise the position in relation to that, and then the evidence base is set out. Costs and benefits and so on and so forth, and at page 289, one finds the figures and the"
02:14:59.480,02:15:00.920,spk_1,"assumptions in"
02:15:00.920,02:15:02.930,spk_2,"relation to the number of"
02:15:02.940,02:15:03.630,spk_1,"people."
02:15:04.620,02:15:11.580,spk_2,"The number of deaths is dealt with at page 289, paragraph 22"
02:15:12.950,02:15:13.260,spk_3,"where"
02:15:13.260,02:15:40.720,spk_2,"it is projected how many people have died each year and lost the right to succession? 150 people a year is the estimate in England alone. Page 290, paragraph 22. Indeed, perhaps going back to, My Lord, Lord Brown's question to me. Paragraph 48 on page 294. The sentence, probably the most"
02:15:40.720,02:15:41.830,spk_1,"significant."
02:15:41.840,02:16:30.380,spk_2,"Probably the most significant aspect of property rights is that, at present, where tolerated trespasser dies, there are no succession rights or if an occupant were to remain a tenant until death, the succession rules would apply. It might be said that the draughtsman is there identifying the most important of the changes or issues arising in relation to tolerate trespassers. The printed case of my learned friends suggest that, notwithstanding the statement in the summary of responses, there was a shift from a decision to offer to replace the tenancies of tolerated trespassers by the time the statute was enacted."
02:16:30.390,02:16:31.430,spk_3,"In my"
02:16:31.430,02:18:00.000,spk_2,"respectful submission, that's wrong. Parliament had always been invited to give these tolerated trespassers replacement tenancies rather than their original tenancies back, and that's why we see the provision in the form that we do. In my chronology, I had reached December 2008 when Knowsley v White was decided in this court. By that date, schedule 11 had been enacted but not commenced. Commencement of schedule 11 was deferred in order to have a further consultation about a subclass, that subclass was situations in which the landlord had transferred its stock. So what do you do about a situation where landlord has limbo occupiers? But before the replacement tenancy regime came along, transferred its stock to a housing association, something of that nature. So there was a consultation exercise about that which delayed the implementation of the new regime. The commencement took place on the 20th of May 2010, pursuant to a commencement order, and most of the provisions of schedule 11 were brought into force on that date. 2009, surely not 2010. Yes, I'm sorry My Lord. In those circumstances, My Lords and My Lady, may we go to schedule 11 itself? It's in volume 4, tab 48."
02:18:24.769,02:18:25.880,spk_0,"We're"
02:18:25.880,02:18:30.440,spk_1,"really now looking at what appears in the amended form in the appendix, is that right?"
02:18:31.070,02:20:01.510,spk_2,"These are as it were, the amending provisions and the recipe you get is the filleted version of the 1985 in the appendix, but may I stay with the tab 48 provisions for present purposes My Lord, because I think the easiest way to deal with them. In schedule 11 Parliament decided to do two things. Firstly, to prevent the possibility of future creation of tolerated trespasses, and it dealt with that in relation to the statutory regimes as follows. First, it deals with this in part one, with reference to the Housing Act of 1985. The changes there are swept up in paragraphs 1 to 4, and the most important of all the changes in paragraph 2 of schedule 11, which restructure Section 82, and eliminate the wording of the old Section 82(2) and replace it with what are thought to be these clear words. The tendency may be brought to an end by the landlord, obtaining an order for the of the court for the possession dwelling house and the execution of the order, and for good measure, Subsection 2 now provides in the case mentioned in subsection 1(a). The tenancy ends when the order is executed, and on that wording, we may occasionally need to revisit My Lady, Lady, Lady Hale's judgement in a case called Dunn about the meaning of the words executed. But it's early days."
02:20:01.510,02:20:05.210,spk_3,"We shall await with anxious enjoyment."
02:20:05.290,02:20:06.000,spk_2,"Well,"
02:20:06.010,02:20:07.690,spk_3,"yes, My Lady."
02:20:09.020,02:20:13.260,spk_2,"So that's the Housing Act 1985 over the page."
02:20:14.060,02:20:14.330,spk_1,"And"
02:20:14.330,02:21:08.410,spk_2,"notwithstanding that Knowsley v White had been decided, it was nevertheless decided to implement the amendments to the Housing Act of 1988 even though they were all now redundant as a result of decision in Knowsley v White. So paragraphs 5 through to 9 make the necessary changes to the Housing Act in 1988 for assured tenants which were once necessary perhaps, but are certainly not necessarily after Knowsley v White, and My Lords will see looking at paragraphs 1 through 4 of the first part of the schedule and then comparing them with 5 through 9 that what is happening is that in each case, the same changes are being made. We get rid of mean profits. We get rid of payments after termination. We get rid of the spouse provisions. All that goes because the tenancy does not determine until"
02:21:08.410,02:21:09.120,spk_1,"execution."
02:21:10.390,02:21:32.960,spk_2,"Paragraphs 10 through to 13 deal with the amendments to the Housing Act in 1996, which address the position of introductory tenants, and for whom we need no further mention. It was obviously not necessary to amend the Rent Act because under the rent acts, the tenancy does not end until the person is put"
02:21:32.970,02:21:33.380,spk_3,"out."
02:21:33.390,02:22:25.760,spk_2,"Transitional provisions in paragraph 14 are important. They provide that subject as follows, this part of this schedule does not apply to any possession order made before the commencement date. So there is no retrospectivity of Section 82. The amendments thereof, however, 14(2) provides this part of the schedule does apply to possession order made before the commencement date. If the order applies to a new tenancy by virtue of paragraph 20, we'll come to that in a moment, or a tendency which has not ended pursuant to the order before that date. So if, for example, you were in the lucky position of being subject to a 28 day possession order, and before the 28th day, the 20th of May fell. Then the amendments apply to your order."
02:22:25.760,02:22:26.710,spk_1,"Or if there hadn't been a date and?"
02:22:26.720,02:23:39.580,spk_2,"Or if there hadn't been a date in the order or there hasn't yet been a breach. Paragraph 14(3) can be ignored because paragraphs 3(3) and 8(3) were not commenced, and I don't think we need anything further from paragraph 14. So My Lords and My Lady, the function of schedule 11 part 1, is to prevent their becoming any more tolerated trespassers, to the extent that that was necessary, as I've indicated Knowsley v White I dissented, you couldn't have them for Assured anyway. And, as we respectfully suggest, Burrows had wrongly decided to do for Housing Act 1985. The function of schedule 11, part 2, which is over the page, is to deal with those who were already tolerated trespassers, and part 2 makes provision for replacement of certain terminated tenancies. 15, in this part of this schedule, an original tenancy means any secure tenancy, assured tenancy, introduction tenancy, or demoted tenancy in respect of which a possession order was made before the commencement"
02:23:39.580,02:23:40.830,spk_3,"date and which"
02:23:40.840,02:24:17.720,spk_2,"ended before that date pursuant to the order but not on the execution of the order. So it's right to say, as my learned friends are entitled to do that paragraph 15B accepts the premise that there can be possession orders, which have determined tendencies before the date of their execution, and indeed it may be said that this is entirely intended to reverse what has been understood to be the law, as decided in Thompson v Elmbridge and Burrows v Brent. But you can say, I"
02:24:17.720,02:24:20.040,spk_1,"suppose, that because it applies to"
02:24:20.040,02:24:21.880,spk_2,"short tenancies it also suggests"
02:24:21.880,02:24:22.780,spk_1,"that the"
02:24:22.790,02:24:34.700,spk_2,"House of Lords got it wrong in Knowsley. That could be suggested, My Lord. The point I take that is a nice point. I'll take that one. Yeah, it's"
02:24:34.700,02:24:35.700,spk_1,"probably a"
02:24:35.710,02:24:41.640,spk_2,"rather unrealistic point, but it, so far as it is a point, is in your favour, I think. It"
02:24:41.640,02:24:42.600,spk_1,"shows that you"
02:24:42.600,02:24:43.390,spk_2,"can't really"
02:24:43.390,02:24:44.590,spk_0,"treat the 2008"
02:24:44.590,02:26:27.730,spk_2,"act as a guide to what the law was before then. Exactly, so I'm afraid that is a point I wish to develop. That point is right. The other feature of it is that the retention of the assured tenancy regime demonstrates the symmetry between the Housing Act 1985 and the Housing Act 1988 was intended to be retained. It would appear that Parliament decided it was worth changing the wording of the 1988 act in the same form as the wording of the 1985 act was being changed. No doubt because the same housing officers and housing associations were having to operate both regimes, thus demonstrating that it is important to treat two schemes as working in the same way. In our respectful submission, that was the position before these amendments but here we are, Parliament doing a belt and braces. Feet, i's paragraph 16 that creates the new tenancy, and it provides that a new tenancy of dwelling house, which was let under the original tenancy, is treated as a rising on the commencement date between the ex landlord and the ex tenant, if, and then it's a requirement that the home condition is met i.e. the tolerance trespasser has been in occupation and the ex landlord is entitled to let the dwelling house, and the further requirement is that the two parties have not entered to another tenancy after the date on which the original tenancy ended. Subparagraph 3 makes provision for the termination period, to which I referred in my earlier description. In this part of the schedule, the termination period means the period beginning with the end of the original tenancy and ending with the commencement date i.e. While"
02:26:27.730,02:26:28.640,spk_0,"he was tolerated trespasser."
02:26:28.910,02:28:52.290,spk_2,"Yes, that's right. If you ever were a tolerated trespasser, then the termination period is that period, the period for which you were in limbo. So paragraphs 15 and 16, telling us about the application and the operation of the new tenancy regime. The heading above paragraph 17 is nature of replacement tendencies, and it tells us in short order that if you were secure, you become a secure tenant. If you were assured, you become assured, etcetera, etcetera. Again, the references to assure all unnecessary unless Parliament intended to be treated as having thought that Knowsley v White was wrongly decided. 18, the new tenancy is subject as follows to have effect on the same terms of conditions as those applicable to the original tenancy, immediately before it ended. So you try and find out in a case like Mr Allen Austin's case what his tenancy terms were in 1987, and those are now his terms, and then at Subsection 2 the terms and conditions of the new tenancy have been treated as modified so as to reflect so far as applicable any changes made during the termination period to the level of payments for the tenant's occupation of the dwelling house. It's not quite clear how this works, but the intention seems to be that if the rent went up while you were a tolerated trespasser, then your rent from the commencement date will be the rent that a tolerated trespasser would have paid had they been the tenant. That's causing particular anxiety for those landlords who charged a different rent to tolerated trespasses and others, we'll come to that. Subsection 3, the terms and conditions of the new tenancy are to be treated as modified so that any outstanding liabilities owed by the extent of the ex landlord in respect of payments for the ex tenants occupation during the termination period, our liabilities in respect of rent under the new tenancy, and so with great respect to the draughtsman, it goes on because it's been decided that the way to deal with this is to create new tenancies and have a back period or a gap, you then have to make provisions like this as to what the nature of the new tenancy is and so forth, and what happens about the rent and arrears and that Parliament has sought as far as it can to do."
02:28:52.290,02:28:54.060,spk_1,"You're using rent to include mean profits?"
02:28:54.350,02:28:55.080,spk_2,"Sorry, My Lord."
02:28:55.090,02:28:56.040,spk_1,"You're using the"
02:28:56.040,02:28:57.220,spk_0,"word rent to include mean"
02:28:57.220,02:29:00.580,spk_2,"profit? Yes, I am, My Lord. Yes."
02:29:00.580,02:29:06.160,spk_3,"Paragraph 3 is turning, if you're wrong, mean profits into rent."
02:29:06.740,02:29:07.940,spk_2,"Yes, but one of the great advantages if I'm"
02:29:07.940,02:29:09.850,spk_1,"right,"
02:29:10.730,02:29:16.790,spk_2,", we don't need this schedule at all."
02:29:16.800,02:29:18.680,spk_1,"That's"
02:29:18.690,02:32:25.190,spk_2,"not to say -- that that's not just, if I may say so, cheap or jury point. It really demonstrates what Lord Neuburger was saying. This is a fantastic piece of drafting in schedule 11, and if you have a wet towel and six hours to spend, you can in fact work out what a replacement tenant is and what rights they have, and so on and so forth, and this is all become necessary because it was decided that the policy of the 1985 act was that we would have things called tolerated trespassers in limbo and so on and so forth. Nothing better than schedule 11 could demonstrate why that shouldn't be held to have been the law. Paragraph 20 deals with the possession order because nothing in the new arrangements expunges the old possession order. So paragraph 20 creates an unusual situation in which, despite the fact you have a new tenancy, you are subject to the old order. So paragraph 20 provides the possession order in pursuance, of which the original tenancy ended is to be treated so far as practicable, as if it applies to the new tenancy. Any court orders made before the commencement date, which are enforced, relate to occupation dwelling, made in contemplation or in contemplation of consequence with the possession order are to be treated so far as practicable, as if they apply to the new tenancy. So it appears that the old possession order, to take a case like Mr Allen Austin's case, had he remained alive to the 20th of May 2009, that possession order would still be enforced. Section 21 then deals with continuity of tenancies, and it provides, the new tenancy and the original are to be treated for the relevant purposes as the same and as a tenancy, which continued uninterrupted throughout the termination period. So it is paragraph 21 that does the job that I was describing in my overview earlier. It provides that certain purposes you're treated as not having a gap, and the certain purposes are, A, determining whether the ex tenant is a successor in relation to the new tenancy. So you don't get a double byte because you had a succession while you were a tolerated trespasser and then a succession again. You're not treated as having a fresh start, if you were a trespasser, if you were a successor before you lost your own tenancy. B, calculating the qualifying period for the right to buy. C, determining the commencement date of the conditions set out in a particular ground for possession. That's to do with decanted tenants, and nothing turns on it. Or, D, any other purposes specified by the appropriate national authority by order. So, in other words, you can regulate for situations in which they will have an infill of the termination period, and then finally, Subsection 3 makes provision for proceedings on a relevant claim where the court may order the new tenancy and the original tenancy to be treated as the same and that is the discretion of the court to which I referred earlier."
02:32:25.920,02:32:26.650,spk_1,"That would be a convenient point."
02:32:26.650,02:32:30.090,spk_2,"Yes. I'm done with schedule 11. Thank you very much."
02:32:30.100,02:32:32.510,spk_1,"We look forward to seeing you at two o'clock. Thank you, My Lord."
start,end,speaker,text
00:00:38.970,00:00:40.850,spk_0,"Do we put Schedule 11 away -- We have, My Lord. Unless I can"
00:00:41.840,00:00:42.990,spk_1,"can assist further? That's alright,"
00:00:42.990,00:00:43.880,spk_0,"thank you."
00:00:49.730,00:00:57.410,spk_1,"My Lords, that and My Lady, that leaves me to make good two points in response to my learned friend's answer to our case on issue one."
00:00:57.530,00:00:58.790,spk_0,"The"
00:00:58.800,00:02:21.540,spk_1,"first objection taken by the respondents case at paragraph 21 to our success on issue one is that if we succeed on issue one, we would unpick arrangements which had innocently been made before the 20th of May 2009 by persons who relied on a Barrows and Brent and Thompson Elbridge and that would be potentially prejudicial. In particular my learned friends draw attention to the fact that some parties will have entered into wholly fresh tenancies as in fact is reflected by the terms of Schedule 11 themselves, which are dis-applied where a wholly fresh tenancy has been entered into. With great respect to the respondents, we say there is nothing in that point. It has always been possible for the tolerated trespassers to restore their existing tendencies. Section 85 has throughout been available. Assuming that we are wrong on our Section 82 point and the tenancy ended, what a person who has entered into a new arrangement has done is to effectively take the new arrangement in preference to the ability to revive their old rights. Put another way, the new agreement has worked a determination of the prospective revival of the old tenancy. We were unable to identify any prejudice that might result from that situation."
00:02:21.550,00:02:23.640,spk_0,"Is that a process known as novation?"
00:02:24.080,00:02:42.840,spk_1,"My Lord, it would be [crosstalk] -- terms, but obviously the tolerated trespasser is not giving up a tolerated tenancy, they're giving up their right to revive the old one. Yes. They're taking it a new tenancy in its place. My learned friend's second point is that there is now an elaborate"
00:02:42.840,00:02:43.520,spk_2,"scheme"
00:02:43.970,00:03:07.640,spk_1,"in Schedule 11 Part 2, for replacement tendencies. And our success on issue one would upset, as it were, the statutory applecart in relation to Schedule 11 Part 2. May I offer the following responses. Firstly, Schedule 11 Part 2 purports to apply to assured tendencies"
00:03:08.450,00:03:08.640,spk_2,"to"
00:03:08.640,00:03:17.040,spk_1,"which, as we now know, it has no practical application. Prejudice would not be caused."
00:03:17.310,00:03:18.060,spk_3,"What?"
00:03:18.070,00:05:17.160,spk_1,"Would not be caused by saying that the provisions in relation to secure tenants likewise have no practical application. The effect of our success on issue one would simply be to demonstrate that, just as with the assured tenants, the secure tenants did not lose their tenancies. They have their original tenancy agreements. There might have been something stronger in my learned friend's point if Schedule 11 had shut out the possibility of applying for revival of the old secure tenancy. But that it singularly does not do. As we have seen from paragraph 20 of Schedule 11, it remains open to the secure tenant to apply for a revival of their old tenancy because the old possession order remains in place. My learned friend make much of the possible complications arising from the detailed provisions of Part 2 and the way in which they address particular species or aspects of the new replacement tenancy. I hope the quarter seen sufficient of Part 2 of the new Schedule 11 to realise that this would bring -- this new Schedule brings a host of new problems, difficulties and complexities [inaudible] causing further complexities and difficulties. Allowing our appeal on issue one will resolve those matters and produce the clearest possible solution to the position, that is to say, that the secure tenants will continue to have the original tenancies."
00:05:17.170,00:05:23.230,spk_0,"Really, the Schedule is pro non scripto. The schedule is pro non scripto, really, because it has no purpose."
00:05:23.240,00:07:15.720,spk_1,"It will still speak in relation to introductory tenancies and demoted tenancies, but it will not speak in relation to secure tendencies and assured tenancies because it need not. I remind the court of the point made earlier that ministers had no problem commencing the Schedule even though they knew much of it was redundant. This court would simply be deciding that a little more of it was redundant than the ministers had known at the time. There are indeed great advantages in taking the course urged upon the House -- urged upon the court w hen we take into consideration what Schedule 11 Part 2 in fact does. First of all, it would eliminate the unusual hybrid in Schedule 11 paragraph 20 of a possession order granted in respect of an old tenancy which continues to have effect after a new tenancy has been created. You don't need that if it's been the same tenancy throughout. Likewise, it will eliminate all the problems and issues that arise in relation to the termination period and what should happen about that gap. The respondent's printed case, indeed, appears to focus on the problems caused in setting aside, as it were, the way that Schedule 11 deals with the gap. But if there is no gap because we're right on issue one, then all those difficulties fall away. In short, we say there is nothing in the content of Schedule 11 or the fact of it's making that should inhibit this court from making the decision in relation to secure tenancies that the House of Lords made for assured tendencies in Knowsley v White."
00:07:18.280,00:07:18.620,spk_2,"Put"
00:07:18.620,00:08:36.620,spk_1,"that point a different way, we invite the court to recall that the key function of Schedule 11 is that it is needed to address unintended consequences of judicial interpretation of the 1985 Act, if albeit, intending no criticism late in the day, this court says that there is no judicial misinterpretation, Section 82(2) does not operate to require the tenancy determines earlier than the date on which possession is given pursuant to execution, then there is no problem which Schedule 11 needs to address. I'm afraid that as Lord Hope indicated before the short adjournment, I gave an incorrect paid reference earlier. I've have done so again in relation to different point. The reference to unintended consequences appears behind tab 53 in volume 4, not at page 17, as I suggested, but at page 7. The reason for my error will become clear as soon as any member of the court looks at page 7 where the printer's copy has left what appears to be a digit one. However, tab 53 volume 4,"
00:08:36.620,00:08:37.820,spk_0,"page"
00:08:37.820,00:09:22.850,spk_1,"7, unintended consequences. Finally, My Lords and My Lady, I need to say something about what happened in the court below. The Court of Appeal had reserved judgment in the instant appeal, and before that judgment was delivered, the House of Lords delivered its judgment in Knowsley v White. So, the court below did have the opportunity to consider that judgment to take account of it, but obviously it was not open to the court below to take the step that I'm inviting this court to take because they were bound by the decision in Knowsley v White of the House of Lords not to address the secure tenancy."
00:09:22.860,00:09:27.000,spk_3,"Sorry so the court, you had the argument before the Lords decision?"
00:09:27.010,00:09:29.000,spk_1,"You had the argument before the Lords"
00:09:29.000,00:09:30.950,spk_3,"decision. And so you made all the"
00:09:30.950,00:09:32.260,spk_0,"arguments but"
00:09:32.260,00:09:34.140,spk_3,"then the court was faced with the [inaudible]."
00:09:34.690,00:09:41.460,spk_1,"My Lord, no. This -- the present point was not open in the court below because the court below was bound by Thompson v Elmbridge --"
00:09:41.460,00:09:42.430,spk_3,"Oh I'm sorry --"
00:09:42.440,00:09:58.180,spk_1,"As approved in Burrows v Brent. It simply happened that after the argument on the remaining issues, to which I'm about to move, Knowsley v White was decided and for obvious reasons, it was thought sensible by the Court of Appeal to invite submissions about how Knowsley v White coloured the position."
00:09:59.840,00:10:01.700,spk_0,"Lord Neuberger's reasoning was before them."
00:10:01.710,00:10:20.870,spk_1,"Indeed it was, My Lord. And in particular, the policy points extracted from it by Lady Justice Arden in her judgment. My Lord, in those circumstances, all I need to draw attention to in relation to the Court of Appeal's judgment, which is in the appendix in the core volume, is to invite the court very"
00:10:20.870,00:10:22.040,spk_0,"briefly to"
00:10:22.050,00:11:03.720,spk_1,"page 71 and paragraph 21 of the judgment of Lady Justice Arden. And because, with respect, I'm going to invite the court to say that Lady Justice Arden goes a little too far. At paragraph 21 bottom of page 71 she says, As to the law on tolerated trespassers, the House considered but rejected the idea that it should consider, reconsider the correctness of the decision in Burrows. As My Lord, Lord Walker of Gestingthorpe put it, that decision had become too firmly embedded to be dislodged. I hope I'm not doing an injustice to Lady Justice Arden to suggest that that is not what, My Lord, Lord Walker was saying. I think"
00:11:03.720,00:11:07.900,spk_4,"I was talking about the phrase tolerated trespasser rather than the principle."
00:11:07.910,00:12:04.250,spk_1,"Exactly so, My Lord. Unfortunately Lady Justice Arden has read My Lord's speech as indicating that Burrows has itself become too deeply embedded to be disturbed. And I thought it worth drawing attention to that in case any member of the court feels it appropriate to draw attention to that misunderstanding of paragraph 4 of the speeches in Knowsley v White. My Lords and My Lady, finally, if we succeed in persuading this court on issue one, what then follows. What follows is that Mr Allen Austin would have been still a secure tenant at his death in February 2005. At the moment of his death, the secure tenancy he then held may or may not have vested in Mr Barry Austin, his brother."
00:12:05.970,00:12:06.420,spk_3,"Sorry, say that again?"
00:12:07.820,00:12:57.660,spk_1,"If he was still a secure tenant at his death, My Lord, in February 2005, then the tenancy may have automatically vested in his brother, Mr Barry Austin. The reason for the use of may is that the council, except that Mr Barry Austin is a brother but there is a prerequisite for succession that the successor must have lived with the deceased for a period of 12 months. And there has been no determination, yet, of that issue. So, a finding for the appellant in his capacity as prospective personal representative of the estate on issue one does not lead automatically to him becoming the secure tenant. That will require determination in proceedings."
00:12:57.670,00:13:10.400,spk_0,"It doesn't look as if it is going to be too difficult to show, judging by what the agreed statement says, is that right? Because it said that he moved in in October 2003, which is well before, more than a year before the death."
00:13:10.410,00:13:13.000,spk_1,"It would be inappropriate of"
00:13:13.000,00:13:13.940,spk_0,"me to suggest that"
00:13:13.940,00:13:32.360,spk_1,"my learned friends have been trapped out of taking the point by the way in which the statement of facts and issues is phrased. My learned friends have been very careful throughout to seek to reserve this point. Whether they pursue it further is a matter for them. My Lord, we say we shan't be putting all our colours to the mast [inaudible] facts and issues."
00:13:32.360,00:13:33.600,spk_0,"We"
00:13:33.600,00:13:51.230,spk_1,"hope we've got a very strong factual case on 12 months. [Inaudible]. Yes, indeed, My Lord, Mr Gravel very properly reminds me that we in fact built this contingency into the statement of facts and issues, simply setting out what the position was for both parties. I think it"
00:13:51.230,00:13:51.970,spk_3,"says the appellant"
00:13:51.970,00:13:56.890,spk_1,"maintains that he moved in. That's right, My Lord. And that's why it was drafted."
00:13:56.960,00:13:59.010,spk_3,"So, it doesn't accept that the appellant resided."
00:13:59.670,00:15:14.780,spk_1,"That's exactly why it is drafted in that way, My Lord. So, success for us on issue one means that Allen Austin was the tenant when he died. The question will then be whether Mr Barry Austin fulfils the conditions for succession and the way in which we would propose the court deals with that is simply to allow the appeal. The application made by Barry Austin in the old proceedings can then simply be stayed, and the issue of whether he succeeded will be determined in the possession [inaudible] that has been brought against him already and itself is stayed. That's assuming it can't be resolved. I should indicate, My Lords, that Mr Austin asked me to indicate that he intended no discourtesy this morning in repeatedly leaving My Lords court. He simply suffers a disability such that means he can't sit for a long period and it's for that reason that he's not returned this afternoon. It's my function to indicate that that suggests no disinterest by him in the outcome of the case. My Lords and My Lady, unless I can assist you further, that's our case on issue one."
00:15:14.930,00:15:23.120,spk_2,"We don't, in fact, have, do we, in our bundles the 19, the equivalent provisions in the 1988 Act."
00:15:24.090,00:15:29.270,spk_1,"My Lady, we do not. The most material of them is, of course, Section"
00:15:29.270,00:15:31.750,spk_0,"9, which is reproduced in the speech of Lord"
00:15:31.750,00:15:32.290,spk_1,"Neuberger."
00:15:32.550,00:15:33.850,spk_2,"It is but, Section"
00:15:33.850,00:15:35.200,spk_1,"5, My Lady, may have in mind."
00:15:35.200,00:15:36.450,spk_2,"That's what I have in mind, yes."
00:15:36.820,00:15:49.840,spk_1,"And I apologise if we have not provided that and I'll happily make sure that we do. Of course, the difficulty as ever with statutes, My Lady is that if we go to that Act now, it's all been amended by the 2008 Act."
00:15:50.070,00:15:54.480,spk_2,"But that's why I'm asking you rather than trying myself, because I suspect you can do it more quickly than I can."
00:15:54.730,00:15:56.410,spk_1,"I'll get copies for the court tomorrow."
00:15:56.590,00:16:04.070,spk_2,"I think it will be helpful to have the block of provisions, the equivalent provisions in the 88 Act which were being looked at in Knowsley."
00:16:04.080,00:16:04.420,spk_1,"Yes, My Lady."
00:16:05.420,00:16:07.840,spk_2,"To compare with the ones we're looking at here."
00:16:07.850,00:16:10.290,spk_1,"We will certainly do that overnight. I'm sorry it's not done already."
00:16:10.370,00:16:11.490,spk_2,"Thank you very much."
00:16:11.500,00:16:27.210,spk_3,"[Inaudible] For this purpose, it couldn't matter less whether had he made an application under Section 85 to revive his tenancy or however you do, how do you get this [inaudible] tenancy back under 85?"
00:16:27.640,00:16:50.030,spk_1,"You apply to the court, My Lord, and it's a matter for the exercise of the judgment of the judge whether to either further postpone the date of possession to a date that has not yet arisen, so one would have --  if the application is framed in terms of Section 85(2)(b) postpone the date of possession, the application would go, Mr Allen Austin applies"
00:16:50.030,00:16:51.080,spk_0,"to the court to"
00:16:51.080,00:17:03.930,spk_1,"postpone the date of possession from the 4th of March 1987 to the 4th of March 2017, a date that hasn't yet arrived, and the effect of that would be that his old tenancy would revive."
00:17:04.560,00:17:05.780,spk_3,"What's the other way of doing it?"
00:17:06.100,00:17:19.680,spk_1,"The other way of doing it is to apply for variation or discharge of the order under Section 85(4) and that requires one to show that conditions have been complied with, and as My Lady, Lady Hale observed this morning, that, too, is in the discretion of the court."
00:17:21.170,00:17:26.660,spk_3,"But whether or not either of those applications would have succeeded couldn't matter less if you're right on point"
00:17:26.660,00:17:33.700,spk_1,"one. That's right, My Lord. Yes. If I'm right on point one, then there never is --"
00:17:33.710,00:17:34.660,spk_0,"As you say,"
00:17:34.660,00:17:37.110,spk_3,"Section 85 is redundant on your submission,"
00:17:37.220,00:17:38.100,spk_0,"on your"
00:17:38.100,00:17:39.860,spk_3,"construction of 82(2)."
00:17:41.290,00:18:01.950,spk_1,"It couldn't be said that Section 85(5) was redundant, My Lord, because it would still govern the ability of the landlord or otherwise, to actually execute the possession order. But if the possession order has never determined the tenancy, then my client was throughout the tenant needed to apply to restore nothing."
00:18:01.950,00:18:02.460,spk_3,"Yep."
00:18:04.070,00:18:09.120,spk_1,"He only needs Lazarus if he's died once and on my case, on issue one, he hasn't died. Right."
00:18:10.320,00:18:10.610,spk_3,"Would"
00:18:11.210,00:18:28.310,spk_4,"he be right to get the impression that it wasn't really until the judgment of Lord Justice Millett in Greenwich v Regan that the full force of the Lazarus order was realised or was it simply that Lord Justice Millett spelt it out more clearly than had happened before?"
